EMOTION,TRANSCRIPTION
hap," Okay.  That's okay, spontaneous is great.  Spontaneous is awesome."
hap, Am I in it?
hap," Yeah.  Yeah, of course."
hap," Cool, perfect.  Another Chicagoite, got to love it."
hap," It's so weird too, right, that like you can grow up so near somebody and never know them until you travel hundreds of miles away."
hap, I know
hap," Right, being like oh, where are you from?  The U.S.  Where in the U.S.?  Chicago.  Where in Chicago?"
hap, [LAUGHTER] I am sil
hap," Knowing the neighborhood.  Yeah, it's pretty bizarre."
hap, And now you're getting married.
hap, Yeah.
hap, That is amazing.  You must be so excited.  Did you tell your mom?
hap, Mm-hmm.
hap," Oh, did she cry?"
hap," Yeah, she loves him."
hap," Yeah, she-yeah, that's my type."
hap, [BREATHING]
hap, you.. I can't believe it.  I'm so happy for you.  This is exactly what you wanted.  It's your dream come true.
hap, Thank you.
hap," The exact right guy, I fully approve.  He's a wonderful guy.  We have a great time.  He can drink.  That's awesome."
hap, [LAUGHTER]
hap, [LAUGHTER]
hap," Yeah, we all have to hang out now."
hap," Of course, of course she will ... of course she will.  Yeah, don't go and disappear like everyone else after they get married and I never see them again.  That'll make me mad.  You don't want to make me mad.  You know how I get when I get mad."
hap, Exactly.
hap," Exactly, ""laugh""."
hap, Sorry.
hap, There's still time for that.
hap," Oh, thanks. move here before you get married [LAUGHTER]"
hap, [BREATHING]
hap," Perfect, okay, good. ""sigh"""
hap," I don't feel so bad then.  Well, I'm excited for you."
hap, I know. I can't believe it.
hap, I can't believe it.
hap, I am very excited
hap, So I was one of the first ones? That makes me feel so important.
hap, I have to think about moving now.  We're going to move in together
hap," Oh yeah, of course."
hap, I think it's a good idea to live together before you get married.
hap," I think so, too.  Are you going to get a house or-"
hap," I don't want a house, I mean just-"
hap, L.A. apartment is fine.
hap," Two artists, though.  We're bound to be poor forever."
hap, yeah.
hap, yeah.
hap, Definitely not for a while
hap, yeah.
hap, [LAUGHTER] Good luck.
hap, [LAUGHTER]
hap," Oh, thanks.  I'll need it."
hap," You won't have trouble, You won't have trouble."
hap," Oh thanks, you're too nice"
hap, just being polite now
hap," You should just approach her like that.  Hey, will you bear my children?"
hap, because I am not getting married.
hap," Exactly, [LAUGHTER] I think that'll go over great, don't you?"
hap," Yeah, totally."
hap," That's what girls like, right?"
hap, Total turn on.
hap, Would you mind popping out a few for me?
hap, [LAUGHTER]
hap," That'd be great, thanks."
sad," Brian, I need help."
neu," Babe, I don't know what to tell you.  Don't give up."
neu," Well, of course not, but what are you going to do if you move back home?  Are you going to be able to find a job there?"
neu, I went to school and I got my degree.  And I got a job.
neu, Nothing's impossible.
neu, You have to be willing - You have to be willing to start you know at the bottom and work your way up. and
neu," No, it doesn't pay the bills, but it would pay something.  And it would help you get somewhere else."
ang, I still can't live on in six seven and five.  It's not possible in Los Angeles.  Housing is too expensive.
neu," and No, I understand, but you've got to start somewhere.  It's better than nothing and that's all you have.  You have nothing right now."
neu," Wait, You can move up.  There's management programs in McDonalds and things like that."
neu," [GARBAGE] No, I wouldn't, but I--"
neu," Well, you know what?  Life gets humili... humiliating at times."
neu," Well, what are you going to do about it to make it different?"
neu, Have you?  There's got to be something else.
sad, I'm just so scared to start over I mean.  I put so much time and energy into being here.
sad," Where am I supposed to go?  I mean, like what?"
neu," If it's rent or something like that, I mean I can help you out a little bit, if- if that will help you you know stick with it."
sad, I don't know. Maybe I can take out a loan. I just- I need prospects and I don't feel like I have any.
neu," Well, just don't give up. And there's- you know, You never know, something might be around the corner tomorrow."
neu," Well, you know I'm not going to let you starve."
sad, I'm just worried.
neu," It's the way it seems to me.  You started complaining about not being able to find a job the first day you went out and didn't find a job.  And I'm not saying like and not trying to you know put you down or anything, it's just that-"
sad, That's really hard to hear.
sad, I feel like I have faith and now faith is running thin because there is no money.
neu," Well, exactly.  Money is not everything."
neu, You know I would never let that happen.  I wouldn't let that happen.
neu," You can always stay with me if you- if you have to stay with me for a while and get yourself back up on your feet again.  You know I'm not just going to you know just throw you to the wolves or something like that.  If there's any way I can help you, I will."
neu, But you have to keep trying.  You can't give up.
neu," And you've got to think--well, ask yourself why are they not hiring you?"
neu, I mean are you going in for interviews?
neu, Are you presenting-
neu, putting your best foot forward? or you
neu," Do they seem to like you? I mean, Can you get any read from them?"
neu, Have you ever called them back and asked why you didn't get the job?
neu, Do they give you any specifics as to why they didn't go with you?
neu," Yeah, I understand. maybe What jobs are we talking about?"
neu, Like- What's your ideal job?  What do you want to do?
neu," Well, I'd like to be a working actor."
neu, Of course.
neu, But um--
neu," Everyone wants to be a working actor, but they all work at something else."
neu, Yeah.
neu, So what's the something else?
neu," Bartending, catering."
neu," You can't get a catering gig?  Well, I can call some friends.  I- Well, I did call some friends before, but you went in once and then never went back."
sad, Would you be willing to make some more calls on my behalf? I won't--I won't make you look bad.
neu, If I- If you- Will you stick with it?
neu, yeah.
neu," Okay.  Okay, I'll call some people."
neu, Thank you.
neu," But you've got to keep looking for other stuff. You've got to do it on your own, too.  Okay?"
neu," I will, I will."
neu, You know I'll always help you.
neu," Hi,um- I think my baggage was lost, and I need to I guess file a claim or I don't know what."
neu," Okay, what flight were you on?"
neu, Um-Seventeen. Coming from --
neu, On what airline?
neu, It was Virgin Atlantic coming from London.
neu," From London, okay. Um- And you went through all your proper checkpoints?"
neu, So you haven't seen your bags since Africa. You flew threw Heath Row to here.
neu, Right.
neu, Yeah.
neu," Okay.  Well, let me see here. I-"
neu, It seems like it went through Heath Row.  I see it here. uh-
neu, That's good.
neu, But uh- I don't see it here in the airport yet. uh
neu, I'm not sure where it is.  We can absolutely keep an eye out for for it for you.
neu," Well, I can't leave without it. I mean, Could you find out?"
neu," Well, I'm not a miracle worker.  I don't know what I can do for you.  I don't have the bag right here."
neu," Well, as I told you, it left Heath Row and it seems to have arrived here.  But if you can't find it, then-are you sure you know what your bag looks like?"
neu," Okay, and what is that?  What kind of bag is it?"
neu, Um- It's a travel backpack.  It's green and gray.  It's got my name on it and my information.
neu, Are you sure?
neu," All right?  Now, um- it's green, travel bag, you couldn't find it.  And was there something important in it that you need it?"
neu, Sentimental value.
neu," Right.  Well, I don't know what to tell you. Um- What I can offer you is a fifty dollar voucher on your next flight."
neu," No, I understand. I mean. It's got to be tough all those sentimental things, but um- this is all I can do for you."
neu," Well, you know, sometimes that's--really, I mean what else could we do?"
ang, Uh- Not lose the baggage in the first place. I mean You're offering a service here. I paid so much money for that ticket.
neu," Well,"
neu," Let's- Let's just relax for a moment, ma'am.  You understand, obviously, we're going to do everything we can to keep all of your luggage here."
neu," Obviously, we're not trying to lose your luggage.  Do you really believe that we're trying to lose your luggage ma'am?"
ang," No, but I mean like why can't- why can't you find it?  Where did it go?  Who lost it?"
ang," Well, I just-I paid so much money for this ticket.  I feel like you guys should be able to get-to offer me more than a fifty dollar voucher."
neu," Well, we're talking about one bag.  You personally made it here, didn't you?"
ang," Yeah, meaning I didn't die in a fiery plane crash.  How convenient, but um- I paid two thousand dollar to ride your airline, and I would really appreciate getting my bags there to my destination in one place."
ang," Right, but part of the agreement is that I'm paying so that I can take myself and my belongings with me."
ang, And that you're going to transport them safely from one place to another.
ang," That's all you can offer me? I mean, my the stuff in there is worth way more than fifty dollar."
neu," Well, I understand that.  Did you buy flight insurance?"
neu," Well, my hands are really tied then."
neu," Well, it's like any kind of insurance.  You don't-when you get it, then you get more. You know, Like if you--"
neu," Well, of course not because you've got your backpack with you the whole time.  Now, if you--you said this was a travel bag.  Why weren't you carrying it on if it was so important?"
neu," Uh, so it was really heavy."
neu," I'm sorry, ma'am, there's nothing else I can do.  My hands are really tied here.  I really wish there was something else I could do for you."
ang, I don't believe that for a second.
neu, Well I don't know why you wouldn't believe that.
neu," Well, I have no way to give you more money.  I'm giving you as much money as I can, and figuring- as far as figuring out where you bag is-"
ang, What do you mean as you can?  Who makes up these rules?
neu, makes up?
ang, You're an autono- autonomous human being.  You could- You could go into the com-
neu," The airline makes these rules, mom ma'am."
ang," No, I don't think I am.  I like have a whole bunch of stuff that means a lot to me, and I brought it you know from Africa.  It's not like I can just go back and get it whenever I want."
neu, Right.
ang, It's not like I can go to Kmart and buy another.
neu," And while I really would love to be able to hand you your bag right now, obviously I can't do that."
neu, So you'd like the fifty dollar voucher?
neu," Okay, just fill out these three forms, and um- you'll- we'll have that sent to you within the next three weeks and, of course, we'll definitely keep an eye out for your bag."
neu, You have a wonderful day.
sad, A good friend of mine passed away the other day.
sad," Oh no, I'm so sorry. What happened?"
sad," Oh they had some pretty progressive cancer,"
sad," metastasized and it was old and they knew that it wasn't looking good, but-"
sad, That's the worst.  I'm so sorry.  Did you know him well?
sad, Yeah.  We were.  Pretty close.
sad, [BREATHING]
sad," I am so sorry,  It's-"
sad, It's the worst when they go like that. [GARBAGE] Was he young?
sad, Kind of.
sad," It's hard to watch when it's painful for them, you know."
sad," Absolutely, absolutely."
sad, It's the think
sad," I just, I don't know."
sad, There's no reason for it.
sad, I know.
sad, And he could of...  He was pretty awesome
sad, Yeah?  What'd he do?  What did they do?  How'd you know him?
sad," Uh,  We grew up together."
sad, yeah.
neu," Is he an actor too, or-?"
sad," Yeah, he kind of did a lot of things, but we acted together, sometimes."
sad," I feel really bad for his family, you know."
sad," Yes of course, of course."
sad," It must be really, really hard to lose a child."
neu, Was he very close to his family?
sad," Yeah.  And they were really supportive, like through the whole process, but-"
neu, yeah.
sad, [BREATHING]
sad, I can't imagine what his- what his parents are going through.
sad, Of course not.  You have no idea what it's like to lose a kid.
sad," Yeah, I'm just going to miss him."
sad, Thank you.
neu, Is there a funeral planned? or-
sad," Yeah, they're going to do some sort of memorial service or something."
neu," Cool, Well, If you want me to go with you, I will."
sad, Thanks.
neu, No problem.
sad," It's really bizarre, you know, when you know somebody really well, and then..."
sad, something happens and they die and it's like-
sad," really hard to imagine that like you're going to continue to live, and that person's just going to have stopped."
sad," Right, it just doesn't make any sense, it's not real.  It doesn't feel real."
neu, yeah.
sad, [BREATHING]
neu," Do you know what, it's going to pass,eventually, I mean it'll never pass, it'll always be there, and you'll always remember and everything like that, but you know.  It'll get easier I guess."
sad, yeah.
neu, That's the best way to put it.
sad, It's hard to say good-bye.
neu, Absolutely.
sad, [BREATHING]
neu," Do you know what, if it was me that died, I'd really want you to be crying and being really upset too any way. So, I think you should definitely do this, because it's trying what it's supposed to be."
sad, yeah yeah.
hap, So guess what.
hap, what
hap, I got into college.
hap," Shut up.  What'd you get, where'd you get accepted to? please"
hap, U.S.C..
hap," Oh, sweet."
hap, yeah.
hap, So you're not going to leave me.
hap, No.
hap," oh, good good good good good good."
hap, I'll stay in town.
hap, Are you going to live on campus?  Where are you going to live?
hap, Uh- I don't know.
hap, Uh! stay over here.  Like travel to school. because you are so close to me
neu," Well, I don't want to, I don't want to live with my mom."
hap," Okay, you're right, you're right, you're right,  right.  Maybe we should get a place together."
hap, Whoa.  What an idea.  Where would you want to live?
hap, That'll be awesome.
hap," I don't know.  Well.  I wouldn't mind living by the U.S.C. campus, you know, but I'm not going to go to school right now, so."
hap, But I'd love to go all the US- all the U.S.C. parties and do all that crazy stuff with you.
hap," Whoa, this is going to be so much fun."
hap, it is going to be so much fun. Yes.
hap, Uh! I'm so happy that you're not going to go away.
hap," Thank you. I know, I'm really, really, really excited."
hap," Oh, I bet you're going to love it too.  You always wanted to go to U.S.C.."
hap," I know they have a really, really great program for what I want to do."
hap," You're going to have so much fun.  And there's lo- tons of people, you're going to meet so many people, I'm going to meet so many people too, because we're going to be there together."
hap, Can we for real live together?
hap," Sure, why not.  I don't know why not, I'm not doing anything I have no plans, I could live anywhere I want."
hap, awesome.
hap, So should we get a place near campus? or-
hap, That'll be great. That'll be great.
hap," We should try to find, like, a party spot though, like you know where there's going to be a lot of parties, where there are cool people, though.  Do you know any people that might be out there?"
hap, okay.
hap," Yeah, me either."
hap," [garbage] I know, I know, I know, we'll figure it out.  Right?  [garbage] it is going to be so much fun."
hap, It's going to be ridiculous.  It's going to be so cool.
hap," You can't make fun of me because I'm not going to school, though, because I'm going to be working though."
hap," [LAUGHTER] Oh, I'm going to be working too, I mean."
hap, I- I hear the same.
hap, Woo- I I do.
hap," I don't know how I feel about that, but-"
hap, I know exactly how you feel about that. I think you feel really excited about it.  I know you are. I can tell. I know you.
hap, oh yeah.
hap, oh yeah.
hap, You're a wild and crazy woman.
hap," [LAUGHTER] Oh, it'll be awesome, that's for sure."
hap," Uh huh, it will be awesome."
hap, Better than if I'd picked up and moved to Boston.
hap," living near the U.S.C. campus by myself, not going to school there. just really pathetic and sad."
hap, [LAUGHTER] by yourself.
hap, you'd be that kid
hap," living near campus, and not going to school."
hap," Exactly.  Mooching off of all like the college experiences, that would've been me but you have saved me from that disaster. Thank you. Thank you very much."
hap, [LAUGHTER]
hap," Oh, it's going to be so much fun."
hap, yeah.
hap," Well, congratulations. and to me too, because now I get to-have-"
hap, We should go apartment shop-er-hunting.
hap, That's a good idea.
hap, Let's go tomorrow.
hap," Tomorrow, tomorrow, tomorrow-"
hap, yeah.
hap," Good.  We'll have to have one soon, you're going to have to go to school in a couple of months."
hap, Woo-
hap," Oh God, it's awesome... There's going to be tons of places. [garbage]"
hap, exciting.
neu," Hi, sir.  How can I help you?"
neu, Okay.
neu," [LAUGHTER] All right.  I'm sorry, sir that you've been having a hard time."
ang," This is ridiculous.  I- I seriously, I don't understand why you think these automated systems are supposed to like work for anybody.  They have never, ever work for me."
neu," I kwon, it is ridiculous"
neu," yeah, I understand."
ang," Can you like talk to somebody about this, can you like can you tell them that this is ridiculous and can they change it from now on, is there a phone number you have that I can call that will like automatically be talking to somebody a human being."
neu, Uh- when's when's-
neu," If yeah, well if you just slow down we'll um, we'll definitely have your problem solved and after we have your problem solved, then I can transfer you to a manager, someone who can you know, you can voice your complaint to, who will be able to something about it."
ang," Like I know I paid last month, but it hasn't been paid and you charged me a late fee."
neu," Okay, so where?, okay, all right, so where did you uh- locate your your bill?"
neu, In the mail?
neu," So is it, is- is it at all possible that maybe this statement is just old and that the transaction hadn't been processed yet?"
neu, Okay.
neu, Okay.
neu," Okay so, I'll just look it up and you know see what's going on, maybe we can..."
neu, if I call it up on the screen.
neu," Okay, great, go ahead."
neu," So in the database, it looks as though um, there is a there is like a glitch in the transaction where it hadn't gone through before, but I do see that you paid the, what can you tell me the amount, what was the amount?"
neu," Okay, I do see that on here, and it says that um, it had some trouble clearing for some reason.  And I think that was the problem on our end.  So um-"
neu," Well you know sometimes-- just with online transactions, things happens. so um-"
neu," No, No, No, I am grateful."
neu," Yeah, we- Somebody went in and- and cleared the problem and it looks like you're all paid."
neu, Did they take-
neu," You do the direct the direct it um- it's taking right out of your bank account, correct?"
neu," Yes, yes, exactly."
neu, Yeah so- That --that did go through.
neu, Are you taking the late fee off of my account then?
neu," Um- I can try to do that for you, certainly."
neu," Right, right, and since--yeah, since it was just a computer glitch, then that's that should be cleared up as well.  So I'm going to go ahead and try and put that into the computer.  And if for some reason you notice on your statement in a few days that you've been charged and an overdue fee, then you should just call back and we'll have that."
neu, Right.
neu, Well I'll give you my direct line and my number so you can- you can  get directly to me.
neu, yeah.
hap," That would be wonderful, that would be great seriously."
neu, No problem.
hap," thank you, what's the number?"
neu, ahh one eight hundred three two three
neu, three two three
neu, six four nine four
hap," six four nine four. That would be so great, thank you so much."
neu, You're welcome
neu, I'm sorry that it was an inconvenience.
hap," It was horrible, but you've made it much better, thank you very much. Absolutely"
neu, Have a good day.
hap," You too, thank you so much, have a wonderful day."
neu, bye bye
sad, What's he going to say? Maybe we should tell him before he sees it.
sad, He saw it.
sad, He was out here when it broke.
sad," Around Four this morning, and there was a crack and I looked out.  We're standing right there when I cracked."
sad, I don't know.  but When it cracked he ran back into the house and start to cry in the kitchen.
sad, Did you talk to him?
sad, No.  I figured it was best to leave him alone.
sad, He cried hard.
sad, I could hear him right through the floor of my room.
sad, He is thinking about him again.
sad," It's getting just like after Larry died, he's having dreams, he's walking around at night."
sad," I guess, he is."
sad, What's the meaning of that?
sad, I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.
sad, Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.
sad," You know that Larry's not coming back, and I know it.  So why do we go on letting him think that we believe with him?"
ang," For God's sake, mom, three years.  Nobody comes back after three years!  It's insane!"
sad," You know why I asked Annie here, don't you?"
neu, Well I got an idea.  But what's the story?
neu, I'm going to ask her to marry me.
neu," Well you're a considerate fellow, there's nothing wrong with that."
ang, To hell with that!
neu, Have you asked Annie yet to marry you?
neu," Well how did you know that she will go along with it, I mean maybe she feels the same way as your father?"
neu," The trouble is you don't see enough women, you never have"
neu, Well I just don't see why it has to be Annie.
sad," You marry his girl, and you're pronouncing him dead.  Now what's going to happen to your father, do you know?  I don't."
ang, What the hell is this?
ang, Are you crazy?
ang, The business?  The business?  It doesn't inspire me?
ang," All right!  But don't think like that, because I mean, what the hell did we do all this for, Chris?  The whole business it's all for you!  The whole shooting match is for you!"
neu, Why does that bother you?
neu, She's been in New York three and a half years.  Why all of the sudden?
neu, Well maybe.  Maybe she just wanted to see her again.
neu," What did you mean? He lived next door to the girl all of his life, why wouldn't he want to see her again? Don't look at me like that, he didn't tell me any more than he told you."
ang, She's not his girl.  She knows she's not.
ang, I want you to pretend like he's coming back!
ang," Because if he's not coming back, then I'll kill myself."
ang," Laugh.  Laugh at me, but what happens the night that she goes to sleep in his bed, and his memorial breaks in pieces?"
ang," Only last week, another boy turned up in Detroit, been missing longer than Larry, you read it yourself."
sad, You've got to believe. You've got to--
ang, What do you mean me above all?  Look at you.  You're shaking!
ang, I can't help it!
ang," What have I got to hide?  What the hell is the matter with you, Kate?"
hap, You're the only one I know who loves his parents.
hap, I know.  It's going out of style isn't it?
hap," No, it's good."
hap, It's so lovely here.  The air is sweet.
hap, No.  But I'm not going to stay.
neu, What?
sad, Well sort of embarrassed soon as I came.
hap, Well the plan was to kind of sneak up on you over a period of a week or so.  But uh- they take it for granted that we're all set.
neu, How did you know?
neu," Well, from her point of view why else would I come?"
hap, I guess this is why I came.
hap," Anne, I love you.  I love you a great deal.  I love you!"
hap," I- I -I have no imagination, that's all I know what to say, I-I'm embarrassing you. I I didn't want to tell you here.  I wanted it to be some place different, some place where we could be new to each other you know."
hap," You feel it's wrong here, don't you- this yard, this chair?  I want you to be ready for me Annie.  I don't want to win you away from anything."
hap, Oh God- I kissed Annie! I can't believe I kissed Annie!  How long I've wanted to do this.
hap, I'll never forgive you.  Why did you wait so long?  All this time I've been wondering if I was a fool for thinking of you!
hap," Oh Annie, we're going to live now.  I'm going to make you so happy."
hap," Not like that, you're not."
hap," Like Larry's brother.  Do it like you, Chris.  Chris, what's the matter?"
sad," Yeah, I suppose I have been.  But it's going from me."
sad, It wouldn't work like this.
sad," It's- It's mixed up with so many other things, I-"
sad, Remember when I was overseas?  I was in command of the company.
neu, yeah sure.
sad, Yeah.  I lost them.
sad, how many?
sad, just about all.
sad, Oh gee.
sad, Takes a little time to toss something like that off you know because they weren't just men-
sad," for instance, there's this one time.  It had been raining for several days.  And this kid came up to me and gave me his last pair of dry socks. you know, He just put them in my pocket."
sad," I know that- that's not a big thing, but it's just the kind of guys I had. They didn't die. They- They killed themselves for each other."
sad, I mean that exactly that-a little more selfish and they would have still been here today.
sad," And I got an ideal, watching them all go down.  Everything was being destroyed see and-"
sad," but it seemed to me that something new was being created at the same time, a kind of responsibility, man for man.  Do you understand me?"
sad, And to show that-to-to bring that back onto the earth again like a- like a monument.  And everyone would have it standing behind them and- and it would make a difference for them.
sad, And then I went home and it was incredible.  It had no meaning here.
sad," It was all like some kind of bus accident to them.  I went back to work with my dad, in that whole rat race again."
sad, And I felt what you said- ashamed somehow-because nobody had changed at all.  It seemed to make suckers out of a whole lot of guys. and
sad," It felt wrong to be alive-to open that bank-book; to buy that new car; to look at that new refrigerator.  I mean, you can take those things out of the war, but if you drive that car, you have to know that that comes from the love that a man has for a man.  And you've got to be a little bit better than that!"
neu, Do you still feel like that?
hap," I I want you now, Annie."
sad," Because you can't feel like that anymore Chris, you hear me?  I mean everything that you have, you deserve.  And that includes me.  And your father?  Your father put hundreds of planes in the air, you should be proud.  A man should be paid for that."
hap," Oh Annie.  Annie, I am going to make you a fortune!"
hap, What would I do with a fortune?
hap," What time is it?  Isn't it supposed to start running around midnight?  This is great, isn't it?  Look at this great night we got here.  Couldn't be better--"
hap, actually I was hoping to go a little bit further up the coast to get away from the lights and the people but I was afraid I will miss it.  How are you doing?
neu, Fine.
hap," Is that--no, no no is that foam?  I can't even tell, although if I- if I can't tell, it probably isn't it?  Right It'll probably be unmistakable, but don't you think?  How you doing?"
hap," Oh no, you know what I did.  I forgot my flashlight.  How could I be so stupid?  I can't believe I forgot my flashlight."
neu, What flashlight?
neu, yes.
hap," Are you cold?  You want my jacket?  We should have bought a blanket.  Our blanket-.  This is great, isn't it?"
hap," I didn't even think to bring a six-pack.  A six-pack would be just the thing right about now. I can't believe I forgot.  And look at kid, I am surprise I make it out of the house about flies it."
hap, [LAUGHTER] I wonder if they can hear me talk or if they can feel the vibration in the sand when we are moving around
hap, you want my jacket?
neu," It's after eleven, let's go home."
hap, Right.
neu, Not particularly.
neu, I just don't.
hap," Honey, this is a natural phenomenon. I mean,  It happens like once a year.  It's a great opportunity."
hap," Think about people in Kansas, they have to get a- a plane reservation and a hotel reservation just to see this uh- but we are just forty minutes away.  Too good to pass up."
hap," Yeah but that moment on the beach is the highlight of their little lives, all that flopping around is laying eggs or what you- mating or spawning or something like that."
hap, This is a big night for these guys.  Life's last orgy. Yeah
hap," Okay, but they are fish that do something that no other fish do.  Like the swallows returning to Capistrano, or the lemmings jumping off a cliff you know like that."
hap, There's There's mystery here and magic.  A little bit of the unexplainable.  I can't understand how you could not be interested.
neu, I am just not.
neu, Yes.
hap," Look there, what's that?  Is it?  Is that a--Ah, it's a seaweed isn't it?"
hap," Oh, this is great.  I wouldn't miss this for the world.  I mean think about this. I know you are not interested but think about this for a second."
hap," Somewhere out there, is a giant mass of silver fish all swimming in this direction.  They don't know why and we don't know why. They didn't get an invitation.  And it wasn't a vote- it wasn't a decision.  And nobody sent them a map or anything like that."
hap, It's just some little instinctual time-release firecracker that went off inside them and all this one they turn around and form a line as long as the California coast and just started swimming.
hap," They are swimming right now as if it's the only thing that matters.  It's- It's single mindedness with no mind, urgency that's pure urge. It's- They don't know what drives them.  They- They don't give any name or ask any question. They just turn as one and started to swim to the very point we are standing right now for a massive celebration of sex and death.  God, it's giving me goose bumps all over my hairs on my arm. popping up."
hap," Well, So what do you think?"
hap," Well, so?  What do you think?"
neu, It certainly is not. It's slightly exaggerated scientific fact.
neu," I am not the only one, look at all these people."
neu," Carla, can I ask you a question?  Now don't be upset, are you having a period?"
ang," God damn it, Augie.  Why do you always ask things like that?  It's so insulting."
neu, Well We will see them this year.
sad," Augie, do you remember the first time we came to see it?  It was about four years ago right after we got married and we thought I was pregnant."
sad," We had a bottle of champagne but no glasses and you ask me to dance so we took off our shoes and while we were dancing, you said the most intimate things right in my ears so I could feel them as much as hear them."
hap," And I remember thinking, Finally, finally.  I am as happy as I am supposed to be."
neu," Wait a minute, I got it."
sad," Dancing barefoot in the sand, drinking champagne from the bottle."
sad, I rather not remember some things.  I rather not hope for some things.
hap," Okay, all right I got it.  You wanted it to be like the other time, okay no problem. Listen, You want to dance?"
sad, No.
hap, You want me to go get some champagne?
sad, No.
hap, Take off our shoes?
ang, What.  Welcome to the human race.
sad, This what?  What is this?  This isn't even anything.
sad," Sure, this is standing.  This is waiting.  This is fighting."
sad, But this isn't anything like I thought it would be.
sad," No, I know me either."
sad," I mean it is just this , I mean it includes a lot and everything and you know it's the sand and it's the full moon and I just-I am sorry but I couldn't help wishing I was somewhere else."
sad, Maybe if you are with somebody else too?
sad, I didn't say that.
sad," No, I know, but.  I know I don't make you happy."
sad," For heaven's sake Augie, wherever I am I always wanted to be with you."
sad," Whatever I am doing, I wanted to be with you.  I mean you are probably the one who wishes you were with somebody else, somebody who didn't take everything so hard and who knows how to enjoy herself."
hap," Actually, now that you mention it.  No, I don't."
hap, Good.  So maybe we are on the wrong spot but we are with the right person.
hap, I don't know.  Seems like a pretty good spot to me I mean look at the view of the moon you got from here.
hap," Yes, I did notice that.  It does look really beautiful on the water.  The gold white moon."
hap," Well, look what we have got here."
hap," No, I am beginning to think that maybe this is the spot after all."
hap," Shh, If we're very quiet, the fish might come."
hap, Or not.
hap, Good God.
hap, I wonder.
hap, Hello?  Hello?  What?  Wrong number.
hap," Oh, it sent shivers up my spine."
hap, Behave exquisitely.
hap, With the most perfect poise.
hap," Yes, I shall probably do a Court Curtsey."
neu, The whole business is really rather ridiculous.
neu, Meaning exactly that.
hap," What does it all mean?  That's what I asked myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?"
neu, Who's they?
hap," All the futile mortals who try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything, all their sacred shibboleths.  Flippancy brings out the acid in their damned sweetness and light."
hap, Certainly you must.  We're figures of fun alright [LAUGHTER].
neu," Well, what if-what happens when our love-"
hap, Who knows?
hap," No, that fire will fade along with our passion."
