EMOTION,TRANSCRIPTION
sad," I mean, he was like really conscious right up until the end. you know"
neu," Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than..."
neu," .than you know, in pain and like this gradual, this horrible process.  I mean--"
sad," He was so young, you know.  And all the stories he used to tell me about..."
sad, ...the way he wanted to live and he was gonna go to Africa and he was gonna--
neu," But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and--"
sad, Nobody's ever gonna forget him.
neu," Yeah, exactly.  He's made a big impact on a lot of people. and"
neu," And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean--"
sad, He did a lot.  But--
neu," I know.  It doesn't bring him back, but--"
neu," But It's okay because now, you know, you'll just go on with your life and--"
sad, I'm gonna forget him.
neu," No, you'll never forget him."
sad, I won't be able to hear his voice or his--
neu, I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside--
sad, You start to lose like that image after a while.
neu," That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so ."
neu," It's hard to lose someone that way, but he's he's better--he's better off now."
sad, Thanks.
neu," So, how's it going?"
hap," Oh, you got what?  Where?"
hap, I got into U.S.C.
hap," Oh, no way."
hap," Yeah, I'm so excited.  So I'm gonna say--"
hap, Are you gonna go? you gonna-
hap," Yeah, I think, I mean because where else would I gonna go?  Like the other places that I applied to I really didn't like that much anyway."
hap, So--
hap," Wow, that's..."
hap," ...that's first choice, huh? That's so awesome and now look you're gonna be--you're gonna be here. you know"
hap," Yeah, I know."
hap, Absolutely. I'm so excited.
hap," I know.  I know. And we'll all get to hang out.  And I'm--even though we'll be at like at different parts of the city, we can still, like..."
hap," ...hang out and, like, have our different lives--And meet each other's friends and stuff.  So, I'm just so glad 'cause they have such a good school"
hap," Yeah, no, definitely--It's gonna.."
hap, Yeah.
hap," and like-- The football team--And like all the-...you- what I mean, like..."
hap, Yeah
hap, Fight on.
hap," You can walk somewhere and be anywhere in the country and be like, oh, yeah, I am at U.S.C."
hap," And you know what, you know what I mean, like it's recognizable rather than just being like I went some random school. It's like people really know what you..."
hap, [LAUGHTER]
hap, Wow. That's cool.
hap," ...like, they feel like--I feel like it's going to be so like accomplished.  Do you know what I mean?"
hap, Like it has some prestige. so
hap," Yeah, I mean there's all the money stuff and my mom's helping me with the financial aid and stuff.  But, it'll be fine--"
hap," Like, now that I'm accepted, it's just, like, such a huge load off my mind."
hap, I don't mind worrying about all the paperwork.  You know--
neu, So...
hap," Because, I don't have to like make that decision anymore.  I don't have to try and decide, like, what the bad school I'm going to go to is. you know"
hap," Right.  Right.  Right. Oh, man, then you're going to have to do orientation, I guess."
hap," I know. I know.  I think you go and you like stay for a couple of days and you meet people and--And they'll give you like a tour--And show you everything.  Oh, man, I'm just so--I'm so excited."
hap, That'll be awesome.
hap," I mean because you went to the campus before, right?"
hap," Yeah, oh totally.  It's a beautiful campus.  It's gonna be really nice.  Um, and everyone is friendly and like there's ivy on all the walls.  Oh, it's just so--it's so like collegiate."
hap," You know what I mean?  Like, it's like exactly what I want."
hap," Well, you know, I've thought about it but they have so many things that I might--Like try some things out first..."
hap," ...because also on the list of their, um, like G.E.'s or whatever, you have a lot of choices within every single one.  So you can, like, try things out and not just be like, oh, I have to take math, oh, I have to take this.  You know what I mean?"
hap," So, um, so I don't know."
hap, I mean I'm gonna take a bunch of stuff and see.
hap, Oh man.
hap," I- They have like--they just have so many like prestigious like this school is top ten and like the departments within it, you know what I mean."
hap," I know, I get to be one of those now--I'll like walk around and be like a U.S.C..  You know what I mean."
hap, Ahh. Yeah. [GARBAGE]
hap," You'll be like are you a fan or a student you know? Student. [LAUGHTER] Oh man, that's awesome."
hap, And you'll be like...
hap," Student. I'm a student. Yes I am, Thank you very much."
hap, [BREATHING]
hap, A U.S.C. graduate now. You're set.
hap, I know.  I'm excited.
hap," Well, that'll take a while. [GARBAGE]"
hap, That's going to be a lot of work.
hap," But, it'll be fine, I mean.  I'm so excited. It's going to be so fun."
hap," I know, and I mean the area's not great, but like the school makes up for it. It'll be fine. It'll be good."
hap, You're getting close to the beach.  I mean geez.
hap, I know. I know. So fun.  I can't wait.
hap, I will. I will. Thank you.
hap, Thanks.
neu," Hi, my name is Shiloh, welcome to--Airline Six.  Hi, how may I help you?"
neu," All right, sir."
neu, I completely understand.  Automated systems are very difficult sometimes.
neu, Okay.
neu," Um, how may I help you.  You're trying to book a specific flight?"
neu," Oh, yeah, absolutely.  You know, and especially because you've been waiting so long and I know that, um, you've been having a difficult time."
neu," I want to definitely give you our special package today, which um is usually only for valued customers who have a record of having previous,"
neu," um lots of purchases, but we're gonna go ahead and give that to you anyway. uh,  Just to make sure that you're happy with your service here."
neu, You- You can do that--You can do that now? I don't have to get like transferred through or anything like that.
neu, Is that all right?
neu," I can do that right now for you. No, absolutely.  I can take care of you all the way through to the end."
neu, All I'm going to need is your credit card number but just give me one moment. So-
neu, [BREATHING] that's good.
neu," um, you're scheduling a flight as well--And you would like to, um, we have a highly discounted hotel rate that goes along with that so that everything is all in one deal.  You're taken care of by the time that you get there."
neu," All right.  I want to make sure it's like a nice hotel--I mean-mean I'm gonna be paying a lot of money for this so I don't wanna-I don't wanna, you know, I don't wanna to be a waste of time."
neu, Absolutely. we we
neu," Yes, I completely understand.  Actually, our-our airline only uses five star hotel and above.  Except we charge at a three star hotel rate because, as a corporation, we are able to get a deal from the hotels themselves."
neu," So, you will absolutely be in a high rated great hotel and we can make sure that it's in a area of town that you like as well."
neu, Okay. So--
neu, Yeah.
neu," Well, you know, we wanted to--we wanted to go to Maui and--That was a"
neu, Okay.
neu," --you know, the kids wanna go to the beach and stuff and so--um"
neu, Great.  How many seats?
neu," Well, it's gonna be four of them."
neu, Okay.  Great.  Four seats.  I'll book you for four seats.
neu, All right.  And can they like all get together?
neu," Oh, yeah, absolutely.  Um- Would you like window seats or aisles?"
neu," Um- You know, window is nice. I guess"
neu," Okay, I can do um- a win- -two like a window and a aisle and a window and an aisle next to each other so that each of you can sit two by two. And switch around maybe?"
neu, Okay.  Great.  What time of the day would you like?
neu," Uh, well, yeah, I think we were just--you know, whenever best available, I guess.  You know--"
neu, All right.  Great.  Well we have a very open flight that leaves at nine a.m. and fortunately uh the time change actually goes um backwards from that.
neu," So, it's a five hour flight, but you'll arrive only at eleven a clock in the morning.  So that day, you can have plenty of time to get to your hotel--Rest up and then still have a nice afternoon your first afternoon in Maui."
neu," And, like, there's there's shuttles or something that I can get to the hotel."
neu, Absolutely.  That actually goes in on the same package with our hotel.  You just give me your address.  We'll come and pick up a time that allows you to get to your flight with plenty of time to spare.
neu, And a there will also be a shuttle waiting for you to take you to the appropriate hotel.
neu, Yeah--I completely understand.  It's a difficult process sometimes and we want to make traveling as easy as possible.
neu, All right.  So we're confirmed then or do you--All right.
neu, Absolutely. Thank you so much for calling and we hope that you will come to us again.
neu, Okay.
neu, Thank you.
sad, Did you talk to him?
sad, He cried hard?
sad, What was he doing out here at that hour?
ang, Why shouldn't he dream of him and walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we don't have any hope anymore?  That we haven't had hope for years now?
ang," For God sakes, it's been three years.  Nobody comes back after three years.  It's insane."
sad," I've got an idea, but what's the story?"
neu, I'm gonna ask her to marry me.
neu," Well, that's only your business, Chris."
ang, What do you want me to do?  You're old enough to know your own mind.
ang," Well, then it isn't just my business--"
neu, I'm just saying that--
ang, She's not Larry's girl.
neu, You're a considerate fellow.  There's nothing wrong with that.
ang, To hell with that.
neu, [BREATHING] Have you asked Annie yet?
neu," Well, how do you know she'll marry you?  Maybe she feels the same way your father does."
sad," Well, if she does, then that's the end of it.  But from her letters, I think she's forgotten him.  I'll find out.  And then we'll thrash it out with Dad, right?  Mom, don't avoid me."
sad," Trouble is, you don't see enough women."
neu, Because it is.
ang, Are you crazy?
ang, I've been a good son too long.  A good sucker.  I'm through with it.
ang, What about the business?  What the hell is this?
ang, The business?  The business doesn't inspire me.
ang, Must you be inspired?
ang," Yes.  I like it an hour a day.  If I'm gonna grub for my money all day long, at least in the evening I want it beautiful."
neu," Yes, on this I would."
ang," Well, you don't want to think like that."
neu, I am thinkin' that way.
neu," No, you don't.  I'm a pretty tough guy."
sad, I can see that.
neu," Well, maybe he just wanted to see her again."
neu, What do you mean?  He lived next door to the girl all his life.  Why wouldn't he want to see her again?
neu, How do you know he's even thinking of it?
ang, It's got that all about it.
neu," Well, so what?"
neu," Now, listen Kate."
neu, You can't read her mind.
neu, How do you know why she's waited?
ang," Because if he's not coming back, I'll kill myself.  I mean, laugh--laugh at me, but..."
ang, But why did that happen the very night she came here?  She sleeps in his room and his memorial breaks to pieces.  Just look.  Look at it.
ang, What does that mean?  Me above all?
ang, Look at you.  Look at you shaking.
ang, What have I got to hide?  What the hell is the matter with you Kate?
neu, You're not sorry you came?
sad," from her point of view, why else would I come?"
hap," You feel it's wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything."
hap, I almost got married two years ago.
hap, You started to write me and--
hap, Every day since.
hap, I will never forgive you.  Why did you wait all these years?  All I did was sit and wonder if I was crazy for thinking of you.
sad, No.  Nothing like that.
sad," Then, what's wrong?  I mean, even in your letters there was some--something ashamed."
sad," Yeah, I suppose I have been.  But it's going from me."
sad, You've gotta tell me.
sad, I don't know how to start.
sad, It wouldn't work this way.
sad," It's all mixed up with so many other things.  You remember overseas, I was in command of a company?"
sad," Yeah, sure."
sad," Well, I lost them."
sad, How many?
sad, Just about all.
sad," Oh, gee."
sad, It takes some time for a guy to toss that off.  'Cause they weren't just men.
sad," For instance, one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but that's the kind of guys I had."
sad," They didn't die, they killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today."
sad," I got this idea watching them go down.  Everything was being destroyed, see, but it seemed that there was one new thing being made.  A sort of responsibility.  Man for man."
sad," You know what I mean?  To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him."
sad, Then I came back and it was incredible.  There was no meaning in it here.  The whole thing to them seemed like sort of a bus accident.  I went to work with Dad and that rat race again.
sad," And I felt what you said, ashamed somehow 'cause nobody was changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator."
sad," I mean, you can take those things out of a war, but when you drive that car, you've gotta know that it came out of the love a man can have for a man.  You've gotta be a little better because of it."
sad, Because otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of it.  And I guess that included you.
sad, You still feel that way?
hap, What'll I do with a fortune?
hap, What time is it?  They're supposed to run around midnight.
hap," This is great, isn't it?  Look at the night we've got here, couldn't be better."
hap," I would have liked to have gone a little further up the coast to get away from the lights and the people, but I was afraid we'd miss it."
hap, How you doing?
hap, Is that--no--is that just foam?  I can't even tell.
hap," Well, I guess we can tell, it probably isn't right?  Probably be unmistakable don't you think?"
hap," How you doing?  Aw, you know what I forgot?  I forgot to bring my flashlight.  Oh, how could I be so stupid?  I should've brought my flashlight."
neu, What flashlight?
neu," Oh, well sure."
neu," Right, of course.  Our flashlight.  Mine and yours.  I mean, me flashlight is su flashlight naturally."
neu," I wonder, do they always run during a full moon?  I can't remember if it was full last year.  Do you remember?"
neu, Yeah.
neu," You cold?  Do you want my jacket?  Oh, we should've brought the blanket.  Our blanket."
hap," This is great, isn't it?  A six pack would be just the ticket right now."
hap, I can't believe I forgot.  I'm like a kid.  It's amazing I got out of the house with my fly zipped.
hap, You think they can hear us talk?  Or feel the vibrations in the sand when we move around?
neu, Do you want my jacket?
neu, Right.
neu, That's my point too.
neu, No. No. That's not my point.  The point is there's no point in coming down if we just leave.  Don't you want to see it?
hap," Think about the people in Kansas, they had to get plane tickets and hotel reservations to see this.  We live forty minutes away.  It's too good to pass up."
hap," Yeah, but that moment on the beach, is the highlight of their little lives.  All that flopping is laying eggs or what do you--spawning or mating.  I mean,"
hap, this is a big night for these guys.  Life's last orgy.
hap, Alright.  But it's fish that do something that none of the other fish do.  Like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs.
neu," I don't get it.  The first time we came here, you said it was the best night of your life."
neu, We weren't in a good spot.
neu, We didn't see them the first time either.
hap, There is that--no that's just seaweed isn't it?
hap," Oh man, this is great, isn't it?  I wouldn't miss this for anything.  Here, think about this, all right, I know you're not interested, but think about this."
hap," all as one, this time release instinctual little firecracker went off and they all turned and formed a line as long as the California coast and started swimming.  And they're swimming right now as if that's all that matters."
hap, It's like single mindedness with no mind.  It's urgency that's pure urge.  They don't know what drives them.  They don't ask it a question or give it a name.
hap," They just turn as one and start the swim that brings them right here to where we stand, for a massive celebration of sex and death."
hap," Ah, God, I'm giving myself goose bumps.  Look, all my hairs are popped up."
neu," Well, so what do you think?"
neu, About what?
neu, What I was saying.
hap," Well, so what do you think?"
neu, About what?
neu, What I was saying.
neu, It certainly is not.  It's slightly exaggerated scientific fact.
neu," Well, I'm not the only one.  Look at all these people."
neu," Carla, can I ask you something?  Don't take this wrong, but are you having your period?"
ang," God damn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting."
ang, We just have different ideas of what this evening is supposed to look like.
neu," There's nothing to it.  We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish.  They go home. We go home."
neu, We've missed them twice.  That's not ever.
neu," Well, we'll see them this year."
ang," I mean, I feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up."
neu, It's just fish.  Nothing to get traumatized about.
neu," You said, ""Hey the grunion are running tonight.""  I said, ""Great, let's go.  I feel lucky."""
neu," Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--"
sad," Do you remember the first time we came to see it?  It was about four years ago, right after we got married."
sad," I thought I was pregnant, you had a bottle of champagne, but no glasses.  You asked me to dance, so we kicked off our shoes and you popped the cork."
sad," And while we were dancing, you said the softest, most intimate things to me right into my ear so that I could feel them as much as hear them."
sad," And I remember thinking, this is it.  You know, at last--at last I am as happy as I am supposed to be."
neu, Wait a minute.  I've got it.
sad," Just dancing barefoot in the sand, drinking champagne out of the bottle."
neu," It was in the car, right?  Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?"
neu," Yeah, of course, I see it now.  You want this to be like that other time, right?  That's it, right?"
sad, I'd rather not remember some things.  I would rather not hope for some things.
neu," Okay, yeah, sure, I see it now.  Listen, you wanna dance?"
sad, No.
neu, You want me to go get some champagne?
sad, No.
neu, Take off our shoes?
sad, No.
ang," Well, welcome to the human race.  Do you think this is what I had in mind when I proposed?  That four years down the road, we'd be at the beach yelling at each other over fish?"
sad," No, Carla, I'm just like you.  I thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat rosy kids and ha, ha, baby, the joke's on us"
neu," Yes, it is."
neu, Right.
sad, Well.  This isn't anything like I thought anything would be like.
sad," I know, me neither."
sad, I'm doing the best I can.
sad," I know that, Augie.  Really, I do."
sad," I know that you meant this to be special and nice and the sand and the moon and all, but I just couldn't help thinking about being somewhere else."
sad, Maybe if you were with somebody else too.
sad, I didn't say that.
sad," No, I know.  But still.  I know I don't make you happy."
sad, You're the one who probably wishes you were with someone else.  Someone who--you'd rather enjoy yourself and didn't take everything so hard.
hap," I don't know.  It seemed like a pretty good spot to me.  I mean, look at the view you have of the moon from here."
hap," Well, look what we have here."
hap," Augie, you brought refreshments."
hap, It's not champagne.
hap," Well, then we don't need glasses."
hap, No.  I think you might be right.  Maybe this is the spot after all.
sad," Augie, I'm sorry."
hap, Shh.  If we're very quiet the fish might come.
hap, Or not.
hap, Or not.
neu, I wonder.
neu, I don't care then.
neu, Hello?  Hello?  What?  Wrong number.
hap," Ah, it send shivers up my spine."
hap, Behave exquisitely.
neu, With the most perfect poise?
hap," Oh, of course.  I shall probably do a court curtsy."
neu, Things that ought to matter dreadfully don't matter at all when one's happy.  Do they?
hap, What's so horrible is that one can't stay happy.
neu," Oh, darling, don't say that."
hap, It's true.  The whole business is a very poor joke.
neu," Meaning that sacred and beautiful thing, love?"
hap," Yes, meaning just that."
neu," You mustn't be serious, my dear one.  That's just what they want."
neu, Who's they?
neu, All those futile moralists that try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything.  All their sacred shibboleths.
neu, Flippancy brings out the acid in their damn sweetness and light.
neu," If I laugh at everything, then I must laugh at us too."
neu," Certainly, you must.  We're figures of fun, alright."
neu," Well how long will it last us, this ludicrous overbearing love of ours."
neu, Who knows.
neu," Well, shall we always want to bicker and fight?"
neu," No, that desire will fade.  Along with our passion."
neu," Oh, dear, shall we like that?"
neu, Depends on how well we've played.
neu," Well, what happens if one of us dies?  I mean, does the one that's left still laugh?"
hap, Yes.  Yes. With all his might.
hap," No. No, it isn't.  Death is very laughable.  Such a cunning little mystery.  All done with mirrors."
hap," Darling, I believe you're talking nonsense."
neu, So is everyone else in the long run.
hap," Let's be superficial and pity the poor philosophers.  Let's blow our trumpets and squeakers and enjoy the party as much as we can.  Like quite idiotic, very small school children.  Let's savor the delight of the moment."
hap," Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets."
hap," Elliott, worms don't pop."
neu," I don't care what you do.  See, you could paint yourself green and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word.  As long as you love me best."
hap," Oh, thank you, dear.  The same applies to you except that if I catch so much as looking at another woman, I'll kill you."
neu, You remember that awful scene we had in Venice?
hap, Which particular one?
neu, The one when you bought that little painted wooden snake in the Piazza and put it on my bed.
hap, Charles.  That was his name.  Charles.  He did wriggle so beautifully.
hap," Yes, I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that."
neu, How long did that row last?
hap, It went in intermittently for days.
neu, The worst one was in Cannes when your curling iron burnt a hole in my new dressing gown.
hap, It burned my comb too and all the towels in the bathroom.
neu, That was the first time you ever hit me.
neu, I didn't hit you very hard.
hap," The manager came in and found us rolling around on the floor, biting and scratching like panthers."
hap," Oh, I'll never forget his face."
hap, It was ridiculous.  Completely ridiculous.
neu, We were very much younger then.
neu," As a matter of fact, the real cause of that row was Peter Burden."
neu," As a matter of fact, the real cause of that row was Peter Burden."
neu, I knew nothing of the sort.  You took presents from him.
ang, What of it?
ang," Well, what about me?"
neu," Well, if you hadn't been so suspicious and nosey, you never would have known a thing about it."
neu," Me, too.  Bored stiff.  You want some brandy?"
neu, No particular reason.  Anyhow they were very small ones.
neu, Just seems so silly to go on and on and on with such a thing.
neu," Well, it's become a habit with you."
ang," You needn't be so grand, just because you don't happen to want any yourself at the moment."
ang, Don't be so stupid.
ang, What?
hap," A woman's job is to allure the man.  Watch me a minute, will you?"
ang," Oh, be quiet."
ang," Adders don't snap, they sting."
ang, You're quite insufferable
ang, I'm not in the least drunk.
ang, Shut up.
ang," We could get a good debate going about this, don't you think?  Intemperate tots."
ang, Why?
ang," Turn it on again, please."
ang, I'll do no such thing.
ang," Very well, if you insist on being boorish and idiotic."
ang, Turn it off.  It's driving me mad.
ang, You are far too temperamental.  Try to control yourself.
ang, Turn it off.
ang, Stop it.  Go away.  I hate you.
